time_step,episode,reward,cumulative_reward,balance,stake_a,stake_b,p_chosen,correct
51200,5142,1000.00,2000.00,3000.00,0.00,1946.14,0.13,1
51201,5142,1000.00,3000.00,4000.00,127.74,2872.26,0.18,1
51202,5142,1000.00,4000.00,5000.00,0.00,2319.06,0.34,1
51203,5142,1000.00,5000.00,6000.00,0.00,5000.00,0.10,1
51204,5142,1000.00,6000.00,7000.00,0.00,6000.00,0.17,1
51205,5142,1000.00,7000.00,8000.00,779.73,6220.27,0.42,1
51206,5142,1000.00,8000.00,9000.00,0.00,8000.00,0.34,1
51207,5142,1000.00,9000.00,10000.00,0.00,9000.00,0.21,1
51208,5142,1000.00,10000.00,11000.00,0.00,10000.00,0.34,1
51209,5142,1000.00,11000.00,12000.00,0.00,10863.37,0.44,1
51210,5142,1000.00,12000.00,13000.00,3328.01,8671.99,0.02,1
51211,5142,1000.00,13000.00,14000.00,2755.17,8579.01,0.35,1
51212,5142,1000.00,14000.00,15000.00,0.00,14000.00,0.11,1
51213,5142,1000.00,15000.00,16000.00,0.00,15000.00,0.01,1
51214,5142,1000.00,16000.00,17000.00,5471.58,10528.42,0.06,1
51215,5142,1000.00,17000.00,18000.00,8500.00,8500.00,0.03,1
51216,5142,1000.00,18000.00,19000.00,3282.34,14717.66,0.37,1
51217,5142,1000.00,19000.00,20000.00,0.00,7788.11,0.27,1
51218,5142,1000.00,20000.00,21000.00,1704.22,18295.78,0.42,1
51219,5142,1000.00,21000.00,22000.00,0.00,21000.00,0.32,1
51220,5142,1000.00,22000.00,23000.00,0.00,22000.00,0.35,1
51221,5142,1000.00,23000.00,24000.00,0.00,19766.16,0.41,1
51222,5142,1000.00,24000.00,25000.00,12000.00,12000.00,0.23,1
51223,5142,1000.00,25000.00,26000.00,10676.95,14323.05,0.14,1
51224,5142,1000.00,26000.00,27000.00,0.00,26000.00,0.19,1
51225,5142,1000.00,27000.00,28000.00,3912.83,23087.17,0.34,1
51226,5142,1000.00,28000.00,29000.00,0.00,20660.65,0.34,1
51227,5142,1000.00,29000.00,30000.00,0.00,12097.91,0.13,1
51228,5142,1000.00,30000.00,31000.00,0.00,30000.00,0.38,1
51229,5142,1000.00,31000.00,32000.00,0.00,31000.00,0.20,1
51230,5142,1000.00,32000.00,33000.00,0.00,32000.00,0.25,1
51231,5142,1000.00,33000.00,34000.00,8219.69,24780.31,0.38,1
51232,5142,1000.00,34000.00,35000.00,0.00,9142.33,0.11,1
51233,5142,1000.00,35000.00,36000.00,625.20,34374.80,0.12,1
51234,5142,1000.00,36000.00,37000.00,0.00,36000.00,0.10,1
51235,5142,1000.00,37000.00,38000.00,0.00,37000.00,0.12,1
51236,5142,1000.00,38000.00,39000.00,13830.19,24169.81,0.35,1
51237,5142,1000.00,39000.00,40000.00,0.00,34307.61,0.17,1
51238,5142,1000.00,40000.00,41000.00,0.00,40000.00,0.00,1
51239,5143,-1000.00,-1000.00,0.00,24.55,975.45,0.44,0
51240,5144,-922.57,-922.57,77.43,0.00,922.57,0.40,0
51241,5144,-77.43,-1000.00,0.00,15.13,62.31,0.39,0
51242,5145,1000.00,1000.00,2000.00,300.80,699.20,0.06,1
51243,5145,1000.00,2000.00,3000.00,839.15,1160.85,0.21,1
51244,5145,1000.00,3000.00,4000.00,0.00,1338.36,0.10,1
51245,5145,1000.00,4000.00,5000.00,82.59,3917.41,0.02,1
51246,5145,1000.00,5000.00,6000.00,607.16,1658.55,0.23,1
51247,5145,1000.00,6000.00,7000.00,0.00,5240.88,0.22,1
51248,5145,1000.00,7000.00,8000.00,0.00,7000.00,0.04,1
51249,5145,-1000.00,6000.00,7000.00,4189.85,3810.15,0.17,0
51250,5145,1000.00,7000.00,8000.00,2997.75,4002.25,0.20,1
51251,5145,1000.00,8000.00,9000.00,810.03,7189.97,0.43,1
51252,5145,1000.00,9000.00,10000.00,2667.22,6332.78,0.25,1
51253,5145,1000.00,10000.00,11000.00,409.97,6391.22,0.37,1
51254,5145,1000.00,11000.00,12000.00,3044.66,7955.34,0.37,1
51255,5145,1000.00,12000.00,13000.00,0.00,12000.00,0.42,1
51256,5145,1000.00,13000.00,14000.00,0.00,13000.00,0.36,1
51257,5145,1000.00,14000.00,15000.00,0.00,12569.85,0.26,1
51258,5145,1000.00,15000.00,16000.00,0.00,4403.11,0.21,1
51259,5145,1000.00,16000.00,17000.00,0.00,10851.40,0.12,1
51260,5145,1000.00,17000.00,18000.00,0.00,17000.00,0.26,1
51261,5145,1000.00,18000.00,19000.00,0.00,18000.00,0.32,1
51262,5145,1000.00,19000.00,20000.00,0.00,10737.30,0.32,1
51263,5145,-1000.00,18000.00,19000.00,13551.09,6448.91,0.06,0
51264,5145,-1000.00,17000.00,18000.00,14878.38,4121.62,0.16,0
51265,5145,-1000.00,16000.00,17000.00,8021.86,9978.14,0.18,0
51266,5145,-1000.00,15000.00,16000.00,0.00,17000.00,0.15,0
51267,5145,-1000.00,14000.00,15000.00,5461.99,5153.71,0.20,0
51268,5145,-1000.00,13000.00,14000.00,0.00,15000.00,0.19,0
51269,5145,-1000.00,12000.00,13000.00,0.00,12655.47,0.27,0
51270,5145,-1000.00,11000.00,12000.00,0.00,13000.00,0.25,0
51271,5145,-1000.00,10000.00,11000.00,0.00,12000.00,0.11,0
51272,5145,-1000.00,9000.00,10000.00,0.00,6024.60,0.10,0
51273,5145,-1000.00,8000.00,9000.00,1532.84,1074.10,0.14,0
51274,5145,-1000.00,7000.00,8000.00,0.00,9000.00,0.33,0
51275,5145,-1000.00,6000.00,7000.00,1095.81,6904.19,0.43,0
51276,5145,-1000.00,5000.00,6000.00,2699.83,4300.17,0.26,0
51277,5145,-1000.00,4000.00,5000.00,0.00,2800.68,0.19,0
51278,5145,-1000.00,3000.00,4000.00,0.00,2598.20,0.31,0
51279,5145,-1000.00,2000.00,3000.00,399.74,2938.80,0.40,0
51280,5145,-1000.00,1000.00,2000.00,0.00,3000.00,0.10,0
51281,5145,-1000.00,0.00,1000.00,1627.37,41.60,0.05,0
51282,5145,-1000.00,-1000.00,0.00,277.77,722.23,0.35,0
51283,5146,-1000.00,-1000.00,0.00,660.30,339.70,0.15,0
51284,5147,-1000.00,-1000.00,0.00,47.69,952.31,0.01,0
51285,5148,-1000.00,-1000.00,0.00,114.48,885.52,0.28,0
51286,5148,-0.00,-1000.00,0.00,0.00,0.00,0.18,0
51287,5149,0.00,0.00,1000.00,0.00,0.00,0.07,0
51288,5149,-365.59,-365.59,634.41,0.00,365.59,0.19,0
51289,5149,-634.41,-1000.00,0.00,162.43,471.98,0.02,0
51290,5150,-1000.00,-1000.00,0.00,0.00,1000.00,0.43,0
51291,5151,-1000.00,-1000.00,0.00,47.87,952.13,0.39,0
51292,5152,-1000.00,-1000.00,0.00,420.16,0.00,0.04,0
51293,5153,-411.03,-411.03,588.97,411.03,0.00,0.30,0
51294,5153,-1000.00,-1411.03,-411.03,87.19,264.05,0.34,0
51295,5154,-1000.00,-1000.00,0.00,303.94,696.06,0.15,0
51296,5155,-1000.00,-1000.00,0.00,0.00,1000.00,0.27,0
51297,5156,-1000.00,-1000.00,0.00,0.00,1000.00,0.41,0
51298,5157,-1000.00,-1000.00,0.00,346.99,463.38,0.28,0
51299,5158,-215.81,-215.81,784.19,0.00,215.81,0.24,0
51300,5158,-784.19,-1000.00,0.00,256.59,527.59,0.31,0
51301,5159,1000.00,1000.00,2000.00,129.14,870.86,0.17,1
51302,5159,1000.00,2000.00,3000.00,664.41,1335.59,0.31,1
51303,5159,1000.00,3000.00,4000.00,0.00,3000.00,0.06,1
51304,5159,1000.00,4000.00,5000.00,0.00,4000.00,0.26,1
51305,5159,1000.00,5000.00,6000.00,0.00,5000.00,0.25,1
51306,5159,1000.00,6000.00,7000.00,0.00,6000.00,0.27,1
51307,5159,1000.00,7000.00,8000.00,147.01,6852.99,0.43,1
51308,5159,1000.00,8000.00,9000.00,0.00,4735.02,0.04,1
51309,5159,1000.00,9000.00,10000.00,1572.89,7427.11,0.41,1
51310,5159,1000.00,10000.00,11000.00,495.70,9504.30,0.13,1
51311,5159,1000.00,11000.00,12000.00,0.00,6812.16,0.15,1
51312,5159,-1000.00,10000.00,11000.00,8559.73,3440.27,0.03,0
51313,5159,-1000.00,9000.00,10000.00,5753.20,0.00,0.02,0
51314,5159,1000.00,10000.00,11000.00,5000.00,5000.00,0.05,1
51315,5159,1000.00,11000.00,12000.00,5028.29,5971.71,0.13,1
51316,5159,1000.00,12000.00,13000.00,0.00,12000.00,0.20,1
51317,5159,1000.00,13000.00,14000.00,0.00,12680.42,0.42,1
51318,5159,1000.00,14000.00,15000.00,0.00,14000.00,0.35,1
51319,5159,1000.00,15000.00,16000.00,2876.85,12123.15,0.41,1
51320,5159,1000.00,16000.00,17000.00,0.00,16000.00,0.35,1
51321,5159,1000.00,17000.00,18000.00,2458.85,10853.24,0.36,1
51322,5159,1000.00,18000.00,19000.00,9000.00,9000.00,0.08,1
51323,5159,1000.00,19000.00,20000.00,0.00,19000.00,0.34,1
51324,5159,1000.00,20000.00,21000.00,0.00,13850.35,0.38,1
51325,5159,1000.00,21000.00,22000.00,2010.43,18989.57,0.26,1
51326,5159,1000.00,22000.00,23000.00,0.00,20363.84,0.42,1
51327,5159,1000.00,23000.00,24000.00,10020.84,12979.16,0.14,1
51328,5159,1000.00,24000.00,25000.00,3903.84,20096.16,0.41,1
51329,5159,1000.00,25000.00,26000.00,2905.86,22094.14,0.07,1
51330,5159,1000.00,26000.00,27000.00,0.00,26000.00,0.41,1
51331,5159,-1000.00,25000.00,26000.00,27000.00,0.00,0.00,0
51332,5159,-1000.00,24000.00,25000.00,15366.67,7714.27,0.14,0
51333,5159,1000.00,25000.00,26000.00,0.00,25000.00,0.29,1
51334,5159,1000.00,26000.00,27000.00,0.00,20191.54,0.06,1
51335,5159,1000.00,27000.00,28000.00,0.00,8260.12,0.11,1
51336,5159,1000.00,28000.00,29000.00,13825.08,14174.92,0.21,1
51337,5159,1000.00,29000.00,30000.00,0.00,7576.11,0.01,1
51338,5159,1000.00,30000.00,31000.00,9665.91,20334.09,0.29,1
51339,5159,1000.00,31000.00,32000.00,15500.00,15500.00,0.01,1
51340,5159,-1000.00,30000.00,31000.00,25899.85,0.00,0.00,0
51341,5159,1000.00,31000.00,32000.00,0.00,31000.00,0.25,1
51342,5159,1000.00,32000.00,33000.00,7519.45,23962.17,0.38,1
51343,5159,-1000.00,31000.00,32000.00,19668.02,13331.98,0.12,0
51344,5159,1000.00,32000.00,33000.00,5659.86,26340.14,0.41,1
51345,5159,1000.00,33000.00,34000.00,0.00,25788.51,0.41,1
51346,5159,-1000.00,32000.00,33000.00,13339.21,20660.79,0.13,0
51347,5159,-1000.00,31000.00,32000.00,19860.18,13139.82,0.11,0
51348,5159,-1000.00,30000.00,31000.00,0.00,32000.00,0.28,0
51349,5159,-1000.00,29000.00,30000.00,9474.07,21525.93,0.35,0
51350,5159,-1000.00,28000.00,29000.00,0.00,21242.03,0.38,0
51351,5159,-1000.00,27000.00,28000.00,13857.52,15142.48,0.14,0
51352,5159,-1000.00,26000.00,27000.00,0.00,26157.43,0.16,0
51353,5159,-1000.00,25000.00,26000.00,14100.11,12899.89,0.15,0
51354,5159,-1000.00,24000.00,25000.00,109.26,25890.74,0.29,0
51355,5159,-1000.00,23000.00,24000.00,0.00,12700.70,0.32,0
51356,5159,-1000.00,22000.00,23000.00,6777.75,17222.25,0.34,0
51357,5159,-1000.00,21000.00,22000.00,8851.75,14148.25,0.33,0
51358,5159,-1000.00,20000.00,21000.00,0.00,22000.00,0.12,0
51359,5159,-1000.00,19000.00,20000.00,5165.47,15113.31,0.37,0
51360,5159,-1000.00,18000.00,19000.00,0.00,20000.00,0.15,0
51361,5159,-1000.00,17000.00,18000.00,10545.68,8454.32,0.17,0
51362,5159,-1000.00,16000.00,17000.00,0.00,11519.46,0.29,0
51363,5159,-1000.00,15000.00,16000.00,0.00,14024.71,0.36,0
51364,5159,-1000.00,14000.00,15000.00,0.00,16000.00,0.36,0
51365,5160,-245.99,-245.99,754.01,0.00,245.99,0.14,0
51366,5160,1000.00,754.01,1754.01,443.41,310.60,0.09,1
51367,5160,-1000.00,-245.99,754.01,0.00,1545.00,0.13,0
51368,5160,1000.00,754.01,1754.01,437.01,317.00,0.23,1
51369,5160,-1000.00,-245.99,754.01,551.55,1046.65,0.31,0
51370,5160,0.00,-245.99,754.01,0.00,0.00,0.11,0
51371,5160,-754.01,-1000.00,0.00,0.00,754.01,0.16,0
51372,5161,-973.34,-973.34,26.66,0.00,973.34,0.41,0
51373,5161,-26.66,-1000.00,0.00,12.77,13.89,0.18,0
51374,5162,-1000.00,-1000.00,0.00,0.00,1000.00,0.36,0
51375,5163,1000.00,1000.00,2000.00,49.50,874.11,0.43,1
51376,5163,1000.00,2000.00,3000.00,561.37,1438.63,0.08,1
51377,5163,1000.00,3000.00,4000.00,0.00,1640.51,0.33,1
51378,5163,1000.00,4000.00,5000.00,0.00,8.46,0.10,1
51379,5163,-1000.00,3000.00,4000.00,2025.19,584.80,0.12,0
51380,5163,1000.00,4000.00,5000.00,0.00,645.52,0.04,1
51381,5163,1000.00,5000.00,6000.00,1263.45,3736.55,0.38,1
51382,5163,1000.00,6000.00,7000.00,0.00,5325.69,0.43,1
51383,5163,1000.00,7000.00,8000.00,0.00,7000.00,0.41,1
51384,5163,1000.00,8000.00,9000.00,0.00,6964.69,0.40,1
51385,5163,1000.00,9000.00,10000.00,0.00,9000.00,0.18,1
51386,5163,-1000.00,8000.00,9000.00,5864.26,2439.09,0.12,0
51387,5163,-1000.00,7000.00,8000.00,6340.83,81.79,0.06,0
51388,5163,-1000.00,6000.00,7000.00,1978.57,1683.22,0.17,0
51389,5163,1000.00,7000.00,8000.00,2799.76,4200.24,0.23,1
51390,5163,1000.00,8000.00,9000.00,0.00,5735.45,0.37,1
51391,5163,1000.00,9000.00,10000.00,0.00,9000.00,0.04,1
51392,5163,1000.00,10000.00,11000.00,0.00,1083.42,0.08,1
51393,5163,-1000.00,9000.00,10000.00,8170.13,2829.87,0.03,0
51394,5163,1000.00,10000.00,11000.00,0.00,5829.54,0.35,1
51395,5163,1000.00,11000.00,12000.00,2539.24,8460.76,0.38,1
51396,5163,1000.00,12000.00,13000.00,0.00,9182.82,0.30,1
51397,5163,1000.00,13000.00,14000.00,0.00,9989.99,0.31,1
51398,5163,1000.00,14000.00,15000.00,0.00,3479.88,0.10,1
51399,5163,-1000.00,13000.00,14000.00,0.00,8925.40,0.17,0
51400,5163,-1000.00,12000.00,13000.00,0.00,14000.00,0.34,0
51401,5163,-1000.00,11000.00,12000.00,0.00,1417.89,0.15,0
51402,5163,-1000.00,10000.00,11000.00,3851.60,8148.40,0.30,0
51403,5163,-1000.00,9000.00,10000.00,4784.43,6215.57,0.09,0
51404,5163,-1000.00,8000.00,9000.00,0.00,6514.81,0.31,0
51405,5163,-1000.00,7000.00,8000.00,0.00,7851.49,0.33,0
51406,5163,-1000.00,6000.00,7000.00,3716.14,202.75,0.09,0
51407,5163,-1000.00,5000.00,6000.00,645.23,6354.77,0.36,0
51408,5163,-1000.00,4000.00,5000.00,563.49,5436.51,0.24,0
51409,5163,-1000.00,3000.00,4000.00,3931.01,1068.99,0.02,0
51410,5163,-1000.00,2000.00,3000.00,1016.10,2983.90,0.37,0
51411,5163,-1000.00,1000.00,2000.00,1400.30,1599.70,0.06,0
51412,5163,-1000.00,0.00,1000.00,2000.00,0.00,0.01,0
51413,5163,-1000.00,-1000.00,0.00,153.81,0.00,0.11,0
51414,5164,0.00,0.00,1000.00,0.00,0.00,0.44,0
51415,5164,0.00,0.00,1000.00,0.00,0.00,0.35,0
51416,5164,-1000.00,-1000.00,0.00,0.00,1000.00,0.03,0
51417,5165,-1000.00,-1000.00,0.00,272.34,727.66,0.35,0
51418,5166,-755.91,-755.91,244.09,0.00,755.91,0.39,0
51419,5166,-244.09,-1000.00,0.00,69.67,174.42,0.04,0
51420,5167,1000.00,1000.00,2000.00,122.23,0.00,0.35,1
51421,5167,1000.00,2000.00,3000.00,314.09,0.00,0.28,1
51422,5167,1000.00,3000.00,4000.00,2162.26,837.74,0.03,1
51423,5167,-1000.00,2000.00,3000.00,1075.43,2924.57,0.37,0
51424,5167,-1000.00,1000.00,2000.00,1500.00,1500.00,0.02,0
51425,5167,-1000.00,0.00,1000.00,331.75,1668.25,0.42,0
51426,5167,-832.60,-832.60,167.40,146.02,686.58,0.39,0
51427,5167,-167.40,-1000.00,0.00,41.53,125.88,0.39,0
51428,5168,1000.00,1000.00,2000.00,106.35,499.74,0.31,1
51429,5168,1000.00,2000.00,3000.00,0.00,2000.00,0.42,1
51430,5168,1000.00,3000.00,4000.00,0.00,2232.07,0.39,1
51431,5168,1000.00,4000.00,5000.00,0.00,2786.15,0.25,1
51432,5168,1000.00,5000.00,6000.00,564.24,923.76,0.17,1
51433,5168,1000.00,6000.00,7000.00,2172.36,3827.64,0.11,1
51434,5168,1000.00,7000.00,8000.00,0.00,7000.00,0.12,1
51435,5168,1000.00,8000.00,9000.00,342.50,5385.77,0.38,1
51436,5168,1000.00,9000.00,10000.00,0.00,9000.00,0.24,1
51437,5168,1000.00,10000.00,11000.00,2488.57,5489.71,0.31,1
51438,5168,1000.00,11000.00,12000.00,0.00,8657.12,0.42,1
51439,5168,1000.00,12000.00,13000.00,0.00,9333.52,0.39,1
51440,5168,1000.00,13000.00,14000.00,0.00,13000.00,0.27,1
51441,5168,1000.00,14000.00,15000.00,5941.71,8058.29,0.11,1
51442,5168,1000.00,15000.00,16000.00,0.00,7793.15,0.27,1
51443,5168,1000.00,16000.00,17000.00,0.00,2112.18,0.06,1
51444,5168,1000.00,17000.00,18000.00,0.00,17000.00,0.10,1
51445,5168,1000.00,18000.00,19000.00,0.00,9799.92,0.30,1
51446,5168,1000.00,19000.00,20000.00,0.00,19000.00,0.32,1
51447,5168,-1000.00,18000.00,19000.00,5362.88,0.00,0.09,0
51448,5168,1000.00,19000.00,20000.00,0.00,19000.00,0.30,1
51449,5168,0.00,19000.00,20000.00,0.00,0.00,0.10,0
51450,5168,-1000.00,18000.00,19000.00,10000.00,10000.00,0.16,0
51451,5168,-1000.00,17000.00,18000.00,0.00,19000.00,0.03,0
51452,5168,-1000.00,16000.00,17000.00,0.00,12585.23,0.30,0
51453,5168,-1000.00,15000.00,16000.00,9248.42,3978.61,0.13,0
51454,5168,-1000.00,14000.00,15000.00,0.00,3986.06,0.04,0
51455,5168,0.00,14000.00,15000.00,0.00,0.00,0.08,0
51456,5168,-1000.00,13000.00,14000.00,7500.00,7500.00,0.03,0
51457,5168,0.00,13000.00,14000.00,0.00,0.00,0.01,0
51458,5168,-1000.00,12000.00,13000.00,5347.18,3276.38,0.16,0
51459,5168,0.00,12000.00,13000.00,0.00,0.00,0.04,0
51460,5168,-1000.00,11000.00,12000.00,3045.21,9954.79,0.21,0
51461,5168,-1000.00,10000.00,11000.00,6409.63,5590.37,0.03,0
51462,5168,-1000.00,9000.00,10000.00,6839.65,4160.35,0.07,0
51463,5168,-1000.00,8000.00,9000.00,580.27,8688.80,0.43,0
51464,5168,-1000.00,7000.00,8000.00,4686.32,1116.68,0.10,0
51465,5168,-1000.00,6000.00,7000.00,0.00,8000.00,0.19,0
51466,5168,-1000.00,5000.00,6000.00,0.00,7000.00,0.17,0
51467,5168,-1000.00,4000.00,5000.00,1665.18,4334.82,0.36,0
51468,5168,-1000.00,3000.00,4000.00,4369.53,30.33,0.04,0
51469,5168,-1000.00,2000.00,3000.00,1545.27,2454.73,0.26,0
51470,5168,-447.13,1552.87,2552.87,0.00,447.13,0.11,0
51471,5168,-1000.00,552.87,1552.87,0.00,2552.87,0.19,0
51472,5168,-1000.00,-447.13,552.87,0.00,1552.87,0.25,0
51473,5168,-552.87,-1000.00,0.00,0.00,552.87,0.35,0
51474,5169,1000.00,1000.00,2000.00,0.00,518.32,0.05,1
51475,5169,1000.00,2000.00,3000.00,0.00,1775.40,0.02,1
51476,5169,1000.00,3000.00,4000.00,0.00,2526.40,0.42,1
51477,5169,-1000.00,2000.00,3000.00,2876.06,0.00,0.04,0
51478,5169,1000.00,3000.00,4000.00,0.00,332.00,0.12,1
51479,5169,1000.00,4000.00,5000.00,880.51,3119.49,0.21,1
51480,5169,1000.00,5000.00,6000.00,0.00,4991.75,0.43,1
51481,5169,1000.00,6000.00,7000.00,0.00,6000.00,0.37,1
51482,5169,1000.00,7000.00,8000.00,0.00,7000.00,0.07,1
51483,5169,1000.00,8000.00,9000.00,3480.68,4097.14,0.24,1
51484,5169,-1000.00,7000.00,8000.00,5272.46,3727.54,0.04,0
51485,5169,1000.00,8000.00,9000.00,0.00,8000.00,0.23,1
51486,5169,1000.00,9000.00,10000.00,0.00,9000.00,0.42,1
51487,5169,1000.00,10000.00,11000.00,0.00,3658.05,0.19,1
51488,5169,1000.00,11000.00,12000.00,0.00,11000.00,0.15,1
51489,5169,1000.00,12000.00,13000.00,0.00,7491.28,0.24,1
51490,5169,1000.00,13000.00,14000.00,35.91,10657.01,0.42,1
51491,5169,1000.00,14000.00,15000.00,0.00,14000.00,0.29,1
51492,5169,-1000.00,13000.00,14000.00,5282.19,0.00,0.01,0
51493,5169,1000.00,14000.00,15000.00,6264.65,7735.35,0.13,1
51494,5169,1000.00,15000.00,16000.00,3466.57,11533.43,0.37,1
51495,5169,1000.00,16000.00,17000.00,1635.32,12944.35,0.41,1
51496,5169,-1000.00,15000.00,16000.00,14106.15,2893.85,0.16,0
51497,5169,-1000.00,14000.00,15000.00,1374.30,14625.70,0.42,0
51498,5169,-1000.00,13000.00,14000.00,0.00,15000.00,0.15,0
51499,5169,-1000.00,12000.00,13000.00,0.00,10305.50,0.07,0
51500,5169,-1000.00,11000.00,12000.00,3028.81,9971.19,0.39,0
51501,5169,-1000.00,10000.00,11000.00,0.00,12000.00,0.01,0
51502,5169,-1000.00,9000.00,10000.00,0.00,9060.48,0.41,0
51503,5169,-1000.00,8000.00,9000.00,5000.00,5000.00,0.04,0
51504,5169,-1000.00,7000.00,8000.00,0.00,5923.98,0.11,0
51505,5169,-1000.00,6000.00,7000.00,1617.44,3157.21,0.25,0
51506,5169,-1000.00,5000.00,6000.00,2377.69,4622.31,0.17,0
51507,5169,-1000.00,4000.00,5000.00,4903.44,0.00,0.02,0
51508,5169,-1000.00,3000.00,4000.00,0.00,4289.16,0.20,0
51509,5169,-1000.00,2000.00,3000.00,0.00,4000.00,0.04,0
51510,5169,-1000.00,1000.00,2000.00,3000.00,0.00,0.01,0
51511,5169,-1000.00,0.00,1000.00,0.00,1564.22,0.30,0
51512,5169,-683.42,-683.42,316.58,0.00,683.42,0.28,0
51513,5169,-1000.00,-1683.42,-683.42,213.88,102.70,0.12,0
51514,5170,1000.00,1000.00,2000.00,281.74,718.26,0.04,1
51515,5170,-1000.00,0.00,1000.00,1146.40,853.60,0.05,0
51516,5170,1000.00,1000.00,2000.00,119.85,573.24,0.34,1
51517,5170,1000.00,2000.00,3000.00,216.28,1783.72,0.31,1
51518,5170,1000.00,3000.00,4000.00,0.00,2378.74,0.13,1
51519,5170,-1000.00,2000.00,3000.00,4000.00,0.00,0.02,0
51520,5170,1000.00,3000.00,4000.00,1480.47,1519.53,0.22,1
51521,5170,1000.00,4000.00,5000.00,0.00,4000.00,0.27,1
51522,5170,1000.00,5000.00,6000.00,0.00,2697.48,0.33,1
51523,5170,1000.00,6000.00,7000.00,2656.37,3343.63,0.06,1
51524,5170,1000.00,7000.00,8000.00,3500.00,3500.00,0.09,1
51525,5170,1000.00,8000.00,9000.00,3349.51,4650.49,0.21,1
51526,5170,1000.00,9000.00,10000.00,0.00,9000.00,0.34,1
51527,5170,-1000.00,8000.00,9000.00,5287.20,4712.80,0.13,0
51528,5170,1000.00,9000.00,10000.00,0.00,7985.58,0.42,1
51529,5170,1000.00,10000.00,11000.00,0.00,767.29,0.13,1
51530,5170,1000.00,11000.00,12000.00,2271.82,8728.18,0.11,1
51531,5170,1000.00,12000.00,13000.00,63.49,11936.51,0.09,1
51532,5170,1000.00,13000.00,14000.00,0.00,13000.00,0.09,1
51533,5170,1000.00,14000.00,15000.00,0.00,3525.98,0.05,1
51534,5170,-1000.00,13000.00,14000.00,8884.88,0.00,0.00,0
51535,5170,1000.00,14000.00,15000.00,0.00,9883.40,0.09,1
51536,5170,-1000.00,13000.00,14000.00,7835.75,7164.25,0.01,0
51537,5170,1000.00,14000.00,15000.00,5682.31,8317.69,0.23,1
51538,5170,0.00,14000.00,15000.00,0.00,0.00,0.05,0
51539,5170,1000.00,15000.00,16000.00,0.00,15000.00,0.24,1
51540,5170,1000.00,16000.00,17000.00,7046.76,8953.24,0.19,1
51541,5170,-1000.00,15000.00,16000.00,5707.17,4282.44,0.17,0
51542,5170,-1000.00,14000.00,15000.00,8749.31,7250.69,0.15,0
51543,5170,1000.00,15000.00,16000.00,5737.74,9262.26,0.22,1
51544,5170,1000.00,16000.00,17000.00,0.00,16000.00,0.14,1
51545,5170,1000.00,17000.00,18000.00,8500.00,8500.00,0.14,1
51546,5170,-1000.00,16000.00,17000.00,10180.14,7819.86,0.02,0
51547,5170,1000.00,17000.00,18000.00,0.00,117.46,0.07,1
51548,5170,1000.00,18000.00,19000.00,0.00,18000.00,0.21,1
51549,5170,1000.00,19000.00,20000.00,0.00,10766.06,0.07,1
51550,5170,1000.00,20000.00,21000.00,4804.92,15195.08,0.39,1
51551,5170,1000.00,21000.00,22000.00,938.93,17918.77,0.43,1
51552,5170,1000.00,22000.00,23000.00,6182.34,15817.66,0.37,1
51553,5170,1000.00,23000.00,24000.00,0.00,19554.34,0.30,1
51554,5170,1000.00,24000.00,25000.00,0.00,24000.00,0.15,1
51555,5171,-559.10,-559.10,440.90,290.95,268.15,0.36,0
51556,5171,-1000.00,-1559.10,-559.10,208.39,219.98,0.23,0
51557,5172,-1000.00,-1000.00,0.00,117.20,882.80,0.42,0
51558,5173,-473.02,-473.02,526.98,0.00,473.02,0.35,0
51559,5173,-526.98,-1000.00,0.00,71.01,455.97,0.11,0
51560,5174,-1000.00,-1000.00,0.00,276.28,723.72,0.28,0
51561,5175,0.00,0.00,1000.00,0.00,0.00,0.28,0
51562,5175,-1000.00,-1000.00,0.00,0.00,1000.00,0.08,0
51563,5176,-1000.00,-1000.00,0.00,0.00,163.75,0.08,0
51564,5177,1000.00,1000.00,2000.00,456.42,543.58,0.05,1
51565,5177,1000.00,2000.00,3000.00,393.86,1606.14,0.23,1
51566,5177,1000.00,3000.00,4000.00,0.00,1499.17,0.19,1
51567,5177,1000.00,4000.00,5000.00,0.00,4000.00,0.14,1
51568,5177,1000.00,5000.00,6000.00,0.00,5000.00,0.11,1
51569,5177,1000.00,6000.00,7000.00,1578.71,4421.29,0.26,1
51570,5177,1000.00,7000.00,8000.00,1258.31,5741.69,0.37,1
51571,5177,1000.00,8000.00,9000.00,0.00,8000.00,0.15,1
51572,5177,1000.00,9000.00,10000.00,3027.06,5972.94,0.19,1
51573,5177,1000.00,10000.00,11000.00,0.00,9908.60,0.24,1
51574,5177,1000.00,11000.00,12000.00,0.00,11000.00,0.17,1
51575,5177,1000.00,12000.00,13000.00,0.00,12000.00,0.22,1
51576,5177,1000.00,13000.00,14000.00,0.00,8915.04,0.34,1
51577,5177,1000.00,14000.00,15000.00,3355.80,10644.20,0.38,1
51578,5177,1000.00,15000.00,16000.00,2841.90,12158.10,0.39,1
51579,5177,1000.00,16000.00,17000.00,0.00,16000.00,0.31,1
51580,5177,1000.00,17000.00,18000.00,0.00,13154.96,0.11,1
51581,5177,1000.00,18000.00,19000.00,5904.31,12095.69,0.31,1
51582,5177,-1000.00,17000.00,18000.00,0.00,19000.00,0.36,0
